documento_id,nome_arquivo,folder_id,canonical_home,classificacao,acao,duplicata_de,sha256,tamanho_bytes,justificativa
DOC-CLX-045,#id-RUNBOOK-EDITORIAL-VISUAL-001 — Produção Visual para Mídias Sociais.docx,FS-OPS-011,70-operacao-governanca/10-sops/id-RUNBOOK-EDITORIAL-VISUAL-001-—-Produção-Visual-para-Mídias-Sociais.docx.md,CONFIRMADO,ingerido,,b7ccb7c48a0e73be8b126471fd4854a955fde15a5825356f4e3fa28263d060fe,22715,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-046,06-Runbook ops agente de ai.md,FS-OPS-011,70-operacao-governanca/10-sops/06-Runbook-ops-agente-de-ai.md,CONFIRMADO,ingerido,,5444fcf78229de69117095716981235f1ab0d110fddcf03952e886d63e354927,5928,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-047,#Id-runbRUNBOOK-IMG-001 — Organização de Pack de Carrossel por Contexto.docx,FS-OPS-011,70-operacao-governanca/10-sops/id-RUNBOOK-EDITORIAL-VISUAL-001-—-Produção-Visual-para-Mídias-Sociais.docx.md,CONFIRMADO,duplicata,DOC-CLX-045,b7ccb7c48a0e73be8b126471fd4854a955fde15a5825356f4e3fa28263d060fe,22715,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-048,Untitled.md,FS-DAT-009,60-dados/70-schemas/Untitled.md,CONFIRMADO,ingerido,,615c6012b8fc7b0df7ce16d82edeabdaa79cf386069b9bfe78f230c68b2b0b67,1886,Artefato de estrutura de dados: define campos e contratos consumidos por outros dominios.
DOC-CLX-049,PLAN ATUAL.md,FS-OPS-002,70-operacao-governanca/01-planos-acao/PLAN-ATUAL.md,CONFIRMADO,ingerido,,8dd5e912e7360b7edc5646ec49dd866f03a8df218e3ab5287710098c56b7858d,21253,"Plano/sequenciamento de execucao: governa o que entra em ciclo, nao e evidencia."
DOC-CLX-050,RUNNER · WORKING BACKWARDS LAUNCH ENGINE.md,FS-OPS-002,70-operacao-governanca/01-planos-acao/RUNNER-·-WORKING-BACKWARDS-LAUNCH-ENGINE.md,CONFIRMADO,ingerido,,45424473e4fa12de114a602f88e1971c8e0a9e898e185f0298f05977610ad3a6,14964,"Plano/sequenciamento de execucao: governa o que entra em ciclo, nao e evidencia."
DOC-CLX-051,Business.md,FS-BUS-002,10-business/01-planos/Business.md,REFERÊNCIA,ingerido,,6060470c57b9b315a59b3a83ddb088d8dba286a5cd7fb6400f74c4678b5e5847,60305,Material estrategico de negocio: sustenta decisao empresarial e narrativa de investimento.
DOC-CLX-052,1. DEFINIÇÃO DE INTELIGÊNCIA.md,FS-OPS-007,70-operacao-governanca/06-decisoes/1.-DEFINICAO-DE-INTELIGENCIA.md,DECISÃO,ingerido,,d84faf7256ca0af604337878d7dc51cea137634eacb02795c11b132a75454d94,9126,Registro de decisao com alternativas e justificativa: autoridade sobre execucao futura.
DOC-CLX-053,Untitled 2.md,FS-DROP-009,00-dropzone/08-to-classify/Untitled-2.md,PENDENTE,ingerido,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,Contexto insuficiente para eleger um canonical_home; permanece na dropzone ate triagem humana.
DOC-CLX-054,Brfing.md,FS-BUS-002,10-business/01-planos/Brfing.md,REFERÊNCIA,ingerido,,457a81c93dd688ad09cc8940b11d9b0be454c598ff862ff5572aef622e64bcdb,41449,Material estrategico de negocio: sustenta decisao empresarial e narrativa de investimento.
DOC-CLX-055,bcg Macsney.md,FS-BUS-002,10-business/01-planos/bcg-Macsney.md,REFERÊNCIA,ingerido,,552d63d7f82c40e7c3e9997c665649939b9ee7fa6ff8b15e33c38e3f827be462,16175,Material estrategico de negocio: sustenta decisao empresarial e narrativa de investimento.
DOC-CLX-056,D01-Executar Ecossitema.md,FS-DROP-009,00-dropzone/08-to-classify/D01-Executar-Ecossitema.ponteiro.md,REFERÊNCIA,ponteiro,,7bd6a33195c284b62bca40ad023e157cc9a0636edf5ad629ae4eeaceb7f023af,447730,Material estrategico de negocio: sustenta decisao empresarial e narrativa de investimento.
DOC-CLX-057,risco-cognitivo-status-report.html,FS-OPS-010,70-operacao-governanca/09-evidence/risco-cognitivo-status-report.html,REFERÊNCIA,ingerido,,350823d6d74e35db6ba1c66b1b6fa5485b7a33e1ec9e48a84fea0624b801bcf4,10069,"Relato de estado com evidencia: valor probatorio, congelado no tempo da emissao."
DOC-CLX-058,executar_status_report_obsidian_terminal.html,FS-OPS-010,70-operacao-governanca/09-evidence/executar_status_report_obsidian_terminal.html,REFERÊNCIA,ingerido,,96f381f87fe2a1037f7b0fa139db83cb96caa19be09b497a2700e5dd7b8bbe34,9909,"Relato de estado com evidencia: valor probatorio, congelado no tempo da emissao."
DOC-CLX-059,relatorio-para-html-navegavel.html,FS-OPS-010,70-operacao-governanca/09-evidence/relatorio-para-html-navegavel.html,REFERÊNCIA,ingerido,,6ce9a1df3d95aa305e891d0fe8e46c81ab76ce2f4f141d348b49c79bae854925,7143,"Relato de estado com evidencia: valor probatorio, congelado no tempo da emissao."
DOC-CLX-060,relatorio_custo_cognitivo_obsidian.html,FS-OPS-010,70-operacao-governanca/09-evidence/relatorio_custo_cognitivo_obsidian.html,REFERÊNCIA,ingerido,,84c090eb3fce8d4b2e3d3e8f206a8f97302f3cc3c1051d7e417372a0e0e7ba66,14075,"Relato de estado com evidencia: valor probatorio, congelado no tempo da emissao."
DOC-CLX-061,relatorio-para-html-navegavel 3.html,FS-OPS-010,70-operacao-governanca/09-evidence/relatorio-para-html-navegavel.html,REFERÊNCIA,duplicata,DOC-CLX-059,6ce9a1df3d95aa305e891d0fe8e46c81ab76ce2f4f141d348b49c79bae854925,7143,"Relato de estado com evidencia: valor probatorio, congelado no tempo da emissao."
DOC-CLX-062,MAPA_TML.html,FS-AST-004,90-assets-compartilhados/03-templates/MAPA_TML.html,REFERÊNCIA,ingerido,,740d2ab19ddb92873f2d26322011dac747c6d1cfc4a3fe436b0252d541064079,6987,Peca reutilizavel entre dominios: vive em assets e e referenciada por link.
DOC-CLX-063,PRISMA_ROTINA_2026-09-02.html,FS-OPS-011,70-operacao-governanca/10-sops/PRISMA_ROTINA_2026-09-02.html,CONFIRMADO,ingerido,,c9ddba99c9da9b2f78f0a3ec59137aa91a8b39c2678eda89aef9b275e83f9045,14812,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-064,TASK CENTER .html,FS-OPS-002,70-operacao-governanca/01-planos-acao/TASK-CENTER-.html,CONFIRMADO,duplicata,DOC-CLX-008,ca6e90ff0f2ee3ec7b2628117b82390761e5977af13ad3be2bf6a27c96908b66,17367,"Plano/sequenciamento de execucao: governa o que entra em ciclo, nao e evidencia."
DOC-CLX-065,processo-trabalho-formulario-semana-redesign.html,FS-OPS-011,70-operacao-governanca/10-sops/processo-trabalho-formulario-semana-redesign.html,CONFIRMADO,ingerido,,7608c36112fbbaf846aa32971b5398193aec65ddae68996c1a2375e114da6d25,28741,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-066,mapa-os-modelo-preenchido.html,FS-OPS-002,70-operacao-governanca/01-planos-acao/mapa-os-modelo-preenchido.html,CONFIRMADO,ingerido,,332541c89fce8f4162e6485c830a52d9049642e98cdea3604e706f3f7c5da681,34303,"Plano/sequenciamento de execucao: governa o que entra em ciclo, nao e evidencia."
DOC-CLX-067,mapa-os-PRJ-EXEC-001-W37-prisma-template-validado.html,FS-OPS-002,70-operacao-governanca/01-planos-acao/mapa-os-PRJ-EXEC-001-W37-prisma-template-validado.html,CONFIRMADO,ingerido,,c5a3456f27af2e65f65dbff588bc5a4a67d82db252c9b37b834083f9521e0ee8,74540,"Plano/sequenciamento de execucao: governa o que entra em ciclo, nao e evidencia."
DOC-CLX-068,Tempalte promtp ,FS-DAT-009,60-dados/70-schemas/Tempalte-promtp.md,CONFIRMADO,ingerido,,94e06ba2f8b79099debb99ca8c4c89b7a62b39f0d13f8b8484f3a71d97a03cb8,11854,Artefato de estrutura de dados: define campos e contratos consumidos por outros dominios.
DOC-CLX-069,ROTINA ,FS-OPS-011,70-operacao-governanca/10-sops/ROTINA.md,CONFIRMADO,ingerido,,75bff9b0269a097574f2e3e478c90fe14489e7a5e1e9ad63b07a680db8b71aba,2695,"Procedimento operacional repetivel: audiencia executora, saida = SOP versionado."
DOC-CLX-070,COPY ,FS-EDT-004,30-editorial-marketing/03-social/COPY.md,CONFIRMADO,ingerido,,57d40f7e9cf9335333fb4effafff007aabc318a96914f404b2598ec4dcf6ad50,4184,"Ativo editorial/canal: audiencia publica, ciclo de campanha."
DOC-CLX-071,INDEX COPY,FS-EDT-004,30-editorial-marketing/03-social/INDEX-COPY.md,CONFIRMADO,ingerido,,e8854dcd2f9e538f771d75e98c7c8db968777b74eef6dfcd642dcf34a195706c,9057,"Ativo editorial/canal: audiencia publica, ciclo de campanha."
DOC-CLX-072,EXECUTAR_COPY_ROUTE_README.txt,FS-EDT-004,30-editorial-marketing/03-social/EXECUTAR_COPY_ROUTE_README.txt,CONFIRMADO,ingerido,,e3390afb99836d34693955a2989d5edb44327b0cf38c425dd4c5c358ef639a82,592,"Ativo editorial/canal: audiencia publica, ciclo de campanha."
DOC-CLX-073,EXECUTAR_COPY_ROUTE_README.txt,FS-EDT-004,30-editorial-marketing/03-social/EXECUTAR_COPY_ROUTE_README.txt,CONFIRMADO,duplicata,DOC-CLX-072,e3390afb99836d34693955a2989d5edb44327b0cf38c425dd4c5c358ef639a82,592,"Ativo editorial/canal: audiencia publica, ciclo de campanha."
DOC-CLX-074,DECISION LOG ,FS-OPS-007,70-operacao-governanca/06-decisoes/DECISION-LOG.md,DECISÃO,ingerido,,8c3c532dbf4e64dd471d4af045545f0b6a7e65c0fb535c5bcf1473a61c33f129,21206,Registro de decisao com alternativas e justificativa: autoridade sobre execucao futura.
DOC-CLX-075,CMD-COP-001 — Índice de Slash Commands e IDs Verbais.docx,FS-IDX-005,01-master-index/04-reports/CMD-COP-001-—-Índice-de-Slash-Commands-e-IDs-Verbais.docx.md,CONFIRMADO,ingerido,,0e8d43dad74cb212f1bc10462b02becd53bbabab7af230b6c2fead635cd8846e,3301,"Indice/mapa de referencia: pertence ao controle central, nao ao dominio de conteudo."
DOC-CLX-076,schemas-oficiais.md,FS-DAT-009,60-dados/70-schemas/schemas-oficiais.md,CONFIRMADO,ingerido,,d1d1b1075eeab965a8985848699f36c2246ef06288a0677e4a2ee9bbb03be901,11274,Artefato de estrutura de dados: define campos e contratos consumidos por outros dominios.
DOC-CLX-077,README Master Index — Orientacao Para Agente de IA,FS-IDX-005,01-master-index/04-reports/README-Master-Index-—-Orientacao-Para-Agente-de-IA.md,CONFIRMADO,ingerido,,28ffa06fce699552244489302d9a9fef0a11408006f97b4a40e0c6374ca88b97,13274,"Indice/mapa de referencia: pertence ao controle central, nao ao dominio de conteudo."
